Time (s): 0.0628
2	A: 6. 
15	A: 2. 
1	A: 7. 
8	A: 3. 
57	A: 1. 
Time (s): 0.0632
2	A: 6. 
15	A: 2. 
1	A: 7. 
8	A: 3. 
57	A: 1. 
Time (s): 0.0636
2	A: 6. 
15	A: 2. 
1	A: 7. 
8	A: 3. 
