time,A1H1L1_de5879c290daacf0e92d721f16a552eb,A1L1_7426bee00654e97954d420aef54eb910,A1_e0a393c92eea1406ea9fd08d7cf34145,H1L1_33a60c1b70e2ceb9bb9b88f20259e46c,H1_fac7c884d52a5e6d0b7ac782a55bb226,L1_05734731e88b8d4b6e3560581fdf83b1
0.0724444066753071,0.272324644173634,0.2292838085106532,0.494715546214271,0.26861917146341563,0.45538018326150875,0.22609636523925816
0.0725737716872273,0.272329763092107,0.22928183447283013,0.4947124013284147,0.26862079542311834,0.4553734403781267,0.22609159635225784
0.07270313669914748,0.27233481792100145,0.22927988241649666,0.4947092985506628,0.26862240081442273,0.4553667801527369,0.22608688814187533
0.07283250171106767,0.2723398086603174,0.22927795234165274,0.49470623788101525,0.2686239876373288,0.4553602025853393,0.22608224060811064
0.07296186672298786,0.2723447353100548,0.22927604424829837,0.49470321931947203,0.26862555589183656,0.45535370767593397,0.22607765375096378
0.07309123173490806,0.2723495978702137,0.22927415813643356,0.49470024286603315,0.26862710557794595,0.4553472954245209,0.22607312757043477
0.07322059674682825,0.2723543963407941,0.2292722940060583,0.4946973085206986,0.268628636695657,0.45534096583110006,0.22606866206652357
0.07334996175874844,0.27235913072179596,0.22927045185717262,0.49469441628346844,0.2686301492449698,0.4553347188956714,0.2260642572392302
0.07347932677066864,0.2723638010132193,0.2292686316897765,0.4946915661543426,0.26863164322588423,0.455328554618235,0.22605991308855466
0.07360869178258882,0.2723684072150641,0.2292668335038699,0.49468875813332114,0.2686331186384003,0.4553224729987909,0.22605562961449696
0.07373805679450901,0.2723729493273304,0.2292650572994529,0.494685992220404,0.26863457548251807,0.455316474037339,0.2260514068170571
0.0738674218064292,0.27237742735001824,0.22926330307652543,0.49468326841559124,0.2686360137582375,0.4553105577338793,0.22604724469623505
0.0739967868183494,0.2723818412831275,0.22926157083508752,0.49468058671888276,0.26863743346555863,0.4553047240884119,0.22604314325203084
0.07412615183026959,0.27238619112665824,0.2292598605751392,0.4946779471302787,0.2686388346044814,0.45529897310093664,0.22603910248444448
0.07425551684218978,0.2723904768806105,0.2292581722966804,0.49467534964977894,0.2686402171750058,0.4552933047714537,0.22603512239347592
0.07438488185410998,0.2723946985449842,0.22925650599971117,0.4946727942773836,0.26864158117713194,0.45528771909996296,0.22603120297912518
0.07451424686603016,0.27239885611977943,0.2292548616842315,0.4946702810130925,0.26864292661085976,0.45528221608646446,0.22602734424139231
0.07464361187795035,0.2724029496049961,0.22925323935024142,0.49466780985690584,0.2686442534761892,0.45527679573095825,0.22602354618027726
0.07477297688987054,0.27240697900063426,0.22925163899774087,0.4946653808088235,0.2686455617731203,0.4552714580334442,0.22601980879578001
0.07490234190179074,0.27241094430669394,0.22925006062672987,0.4946629938688455,0.26864685150165313,0.4552662029939224,0.2260161320879006
0.07503170691371093,0.272414845523175,0.22924850423720844,0.4946606490369719,0.26864812266178756,0.45526103061239287,0.22601251605663905
0.07516107192563112,0.2724186826500777,0.22924696982917658,0.49465834631320255,0.2686493752535237,0.45525594088885557,0.2260089607019953
0.0752904369375513,0.27242245568740175,0.22924545740263427,0.4946560856975376,0.2686506092768615,0.4552509338233105,0.2260054660239694
0.0754198019494715,0.27242616463514735,0.2292439669575815,0.494653867189977,0.268651824731801,0.45524600941575766,0.2260020320225613
0.07554916696139169,0.2724298094933144,0.22924249849401832,0.49465169079052074,0.26865302161834215,0.45524116766619704,0.22599865869777105
0.07567853197331188,0.27243339026190294,0.22924105201194467,0.49464955649916886,0.268654199936485,0.4552364085746287,0.22599534604959864
0.07580789698523208,0.27243690694091294,0.2292396275113606,0.49464746431592127,0.2686553596862295,0.45523173214105256,0.22599209407804405
0.07593726199715227,0.27244035953034446,0.22923822499226607,0.49464541424077807,0.26865650086757564,0.4552271383654687,0.2259889027831073
0.07606662700907246,0.27244374803019744,0.2292368444546611,0.4946434062737392,0.26865762348052347,0.45522262724787704,0.22598577216478835
0.07619599202099264,0.2724470724404719,0.2292354858985457,0.49464144041480473,0.26865872752507297,0.4552181987882776,0.22598270222308725
0.07632535703291284,0.27245033276116787,0.22923414932391986,0.49463951666397454,0.26865981300122416,0.4552138529866704,0.225979692958004
0.07645472204483303,0.2724535289922853,0.22923283473078357,0.49463763502124874,0.268660879908977,0.4552095898430555,0.22597674436953855
0.07658408705675322,0.2724566611338242,0.22923154211913685,0.4946357954866273,0.2686619282483315,0.45520540935743276,0.22597385645769094
0.07671345206867342,0.2724597291857846,0.22923027148897968,0.49463399806011016,0.2686629580192877,0.4552013115298023,0.22597102922246115
0.07684281708059361,0.2724627331481665,0.22922902284031205,0.49463224274169737,0.26866396922184554,0.45519729636016404,0.2259682626638492
0.0769721820925138,0.27246567302096986,0.229227796173134,0.494630529531389,0.2686649618560051,0.45519336384851805,0.2259655567818551
0.07710154710443398,0.2724685488041947,0.2292265914874455,0.4946288584291849,0.2686659359217663,0.4551895139948643,0.2259629115764788
0.07723091211635418,0.272471360497841,0.22922540878324657,0.4946272294350852,0.26866689141912914,0.45518574679920276,0.22596032704772034
0.07736027712827437,0.2724741081019088,0.2292242480605372,0.4946256425490898,0.2686678283480937,0.45518206226153346,0.2259578031955797
0.07748964214019456,0.2724767916163981,0.2292231093193174,0.49462409777119876,0.2686687467086599,0.4551784603818564,0.2259553400200569
0.07761900715211476,0.27247941104130885,0.2292219925595871,0.4946225951014121,0.2686696465008278,0.4551749411601716,0.22595293752115195
0.07774837216403495,0.2724819663766411,0.2292208977813464,0.4946211345397298,0.2686705277245973,0.455171504596479,0.2259505956988648
0.07787773717595513,0.27248445762239487,0.22921982498459528,0.4946197160861518,0.26867139037996857,0.45516815069077865,0.2259483145531955
0.07800710218787532,0.2724879226859934,0.22921839992552367,0.49461767607824814,0.2686724890696529,0.45516358693411907,0.22594517582882134
0.07813646719979551,0.272491785349775,0.22921683037400428,0.49461538296315105,0.2686736824452258,0.45515853089192965,0.22594168931584807
0.07826583221171571,0.2724956110018024,0.229215273040379,0.49461311464196017,0.26867486389469564,0.4551535237876437,0.22593823952325537
0.0783951972236359,0.27249939964207587,0.22921372792464784,0.4946108711146755,0.2686760334180624,0.4551485656212611,0.22593482645104332
0.0785245622355561,0.27250315127059527,0.22921219502681078,0.494608652381297,0.268677191015326,0.4551436563927819,0.22593145009921184
0.07865392724747629,0.2725068658873606,0.22921067434686782,0.4946064584418247,0.26867833668648655,0.45513879610220614,0.22592811046776098
0.07878329225939647,0.2725105434923719,0.229209165884819,0.4946042892962586,0.268679470431544,0.45513398474953376,0.22592480755669073
0.07891265727131666,0.2725141840856292,0.22920766964066422,0.4946021449445987,0.26868059225049834,0.45512922233476477,0.22592154136600107
0.07904202228323685,0.2725177876671324,0.2292061856144036,0.494600025386845,0.2686817021433496,0.4551245088578992,0.225918311895692
0.07917138729515705,0.2725213542368816,0.22920471380603705,0.49459793062299745,0.26868280011009776,0.455119844318937,0.22591511914576357
0.07930075230707724,0.27252488379487677,0.22920325421556462,0.49459586065305616,0.2686838861507428,0.45511522871787813,0.22591196311621572
0.07943011731899743,0.2725283763411179,0.2292018068429863,0.494593815477021,0.26868496026528477,0.4551106620547227,0.22590884380704848
0.07955948233091763,0.272531831875605,0.2292003716883021,0.4945917950948921,0.26868602245372364,0.4551061443294707,0.22590576121826186
0.0796888473428378,0.272535250398338,0.22919894875151198,0.49458979950666937,0.2686870727160594,0.4551016755421221,0.22590271534985581
0.079818212354758,0.272538631909317,0.22919753803261597,0.4945878287123528,0.26868811105229207,0.4550972556926769,0.2258997062018304
0.0799475773666782,0.2725419764085419,0.22919613953161408,0.4945858827119425,0.2686891374624217,0.4550928847811351,0.2258967337741856
0.08007694237859839,0.2725452838960128,0.22919475324850627,0.4945839615054383,0.2686901519464482,0.45508856280749665,0.22589379806692136
0.08020630739051858,0.2725485543717297,0.2291933791832926,0.49458206509284036,0.26869115450437153,0.4550842897717616,0.22589089908003776
