Time (s): 0
40	A: 1. 
25	L: 1. 
15	H: 1. L: 1. 
39	H: 1. 
21	A: 1. H: 1. L: 1. 
Time (s): 0.0341182
13	A: 1. L: 1. 
40	A: 1. 
26	L: 1. 
14	H: 1. L: 1. 
39	H: 1. 
22	A: 1. H: 1. L: 1. 
Time (s): 0.0343767
13	A: 1. L: 1. 
39	A: 1. 
26	L: 1. 
13	H: 1. L: 1. 
39	H: 1. 
23	A: 1. H: 1. L: 1. 
Time (s): 0.0346352
38	A: 1. 
14	A: 1. L: 1. 
25	L: 1. 
13	H: 1. L: 1. 
39	H: 1. 
23	A: 1. H: 1. L: 1. 
Time (s): 0.0348936
38	A: 1. 
14	A: 1. L: 1. 
25	L: 1. 
13	H: 1. L: 1. 
39	H: 1. 
23	A: 1. H: 1. L: 1. 
Time (s): 0.0351521
38	A: 1. 
14	A: 1. L: 1. 
25	L: 1. 
13	H: 1. L: 1. 
39	H: 1. 
23	A: 1. H: 1. L: 1. 
Time (s): 0.0354106
37	A: 1. 
15	A: 1. L: 1. 
24	L: 1. 
13	H: 1. L: 1. 
39	H: 1. 
23	A: 1. H: 1. L: 1. 
Time (s): 0.035669
36	A: 1. 
16	A: 1. L: 1. 
24	L: 1. 
12	H: 1. L: 1. 
40	H: 1. 
23	A: 1. H: 1. L: 1. 
Time (s): 0.0359275
36	A: 1. 
17	A: 1. L: 1. 
24	L: 1. 
12	H: 1. L: 1. 
41	H: 1. 
22	A: 1. H: 1. L: 1. 
Time (s): 0.036186
36	A: 1. 
17	A: 1. L: 1. 
24	L: 1. 
12	H: 1. L: 1. 
41	H: 1. 
22	A: 1. H: 1. L: 1. 
Time (s): 0.0364445
36	A: 1. 
17	A: 1. L: 1. 
23	L: 1. 
13	H: 1. L: 1. 
40	H: 1. 
22	A: 1. H: 1. L: 1. 
Time (s): 0.0367029
37	A: 1. 
17	A: 1. L: 1. 
24	L: 1. 
13	H: 1. L: 1. 
41	H: 1. 
21	A: 1. H: 1. L: 1. 
Time (s): 0.0369614
37	A: 1. 
17	A: 1. L: 1. 
24	L: 1. 
13	H: 1. L: 1. 
41	H: 1. 
21	A: 1. H: 1. L: 1. 
Time (s): 0.0372199
37	A: 1. 
17	A: 1. L: 1. 
24	L: 1. 
13	H: 1. L: 1. 
41	H: 1. 
21	A: 1. H: 1. L: 1. 
Time (s): 0.0374783
18	A: 1. L: 1. 
36	A: 1. 
23	L: 1. 
13	H: 1. L: 1. 
41	H: 1. 
21	A: 1. H: 1. L: 1. 
Time (s): 0.0377368
17	A: 1. L: 1. 
36	A: 1. 
23	L: 1. 
13	H: 1. L: 1. 
40	H: 1. 
22	A: 1. H: 1. L: 1. 
Time (s): 0.0379953
17	A: 1. L: 1. 
37	A: 1. 
23	L: 1. 
14	H: 1. L: 1. 
40	H: 1. 
21	A: 1. H: 1. L: 1. 
Time (s): 0.0382538
17	A: 1. L: 1. 
37	A: 1. 
22	L: 1. 
15	H: 1. L: 1. 
39	H: 1. 
21	A: 1. H: 1. L: 1. 
Time (s): 0.0385122
16	A: 1. L: 1. 
37	A: 1. 
22	L: 1. 
15	H: 1. L: 1. 
38	H: 1. 
22	A: 1. H: 1. L: 1. 
Time (s): 0.0387707
16	A: 1. L: 1. 
37	A: 1. 
22	L: 1. 
15	H: 1. L: 1. 
38	H: 1. 
22	A: 1. H: 1. L: 1. 
Time (s): 0.0390292
16	A: 1. L: 1. 
37	A: 1. 
21	L: 1. 
16	H: 1. L: 1. 
37	H: 1. 
22	A: 1. H: 1. L: 1. 
Time (s): 0.0392876
16	A: 1. L: 1. 
37	A: 1. 
21	L: 1. 
16	H: 1. L: 1. 
37	H: 1. 
22	A: 1. H: 1. L: 1. 
Time (s): 0.0395461
16	A: 1. L: 1. 
37	A: 1. 
21	L: 1. 
16	H: 1. L: 1. 
37	H: 1. 
22	A: 1. H: 1. L: 1. 
Time (s): 0.0398046
18	A: 1. L: 1. 
37	A: 1. 
21	L: 1. 
16	H: 1. L: 1. 
39	H: 1. 
20	A: 1. H: 1. L: 1. 
Time (s): 0.0400631
18	A: 1. L: 1. 
37	A: 1. 
21	L: 1. 
16	H: 1. L: 1. 
39	H: 1. 
20	A: 1. H: 1. L: 1. 
Time (s): 0.0403215
19	A: 1. L: 1. 
37	A: 1. 
21	L: 1. 
16	H: 1. L: 1. 
40	H: 1. 
19	A: 1. H: 1. L: 1. 
Time (s): 0.04058
19	A: 1. L: 1. 
37	A: 1. 
21	L: 1. 
16	H: 1. L: 1. 
40	H: 1. 
19	A: 1. H: 1. L: 1. 
Time (s): 0.0408385
20	A: 1. L: 1. 
36	A: 1. 
20	L: 1. 
16	H: 1. L: 1. 
40	H: 1. 
19	A: 1. H: 1. L: 1. 
Time (s): 0.0410969
20	A: 1. L: 1. 
36	A: 1. 
20	L: 1. 
16	H: 1. L: 1. 
40	H: 1. 
19	A: 1. H: 1. L: 1. 
Time (s): 0.0413554
20	A: 1. L: 1. 
36	A: 1. 
20	L: 1. 
16	H: 1. L: 1. 
40	H: 1. 
19	A: 1. H: 1. L: 1. 
Time (s): 0.0416139
20	A: 1. L: 1. 
36	A: 1. 
20	L: 1. 
16	H: 1. L: 1. 
40	H: 1. 
19	A: 1. H: 1. L: 1. 
Time (s): 0.0418723
19	A: 1. L: 1. 
37	A: 1. 
20	L: 1. 
17	H: 1. L: 1. 
39	H: 1. 
19	A: 1. H: 1. L: 1. 
Time (s): 0.0421308
18	A: 1. L: 1. 
